Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"Sony PlayStation 4","Games","Owned","Just Dance 2015","United States of America","Official","Ubisoft Entertainment","Ubisoft Paris","Music","14 abr 2021","Boxed","9,98","10,67","17,52","10,67","-1.0",1.0,1.0,?,"","","72",
"Sony PlayStation 4","Games","Owned","La-Mulana 1 & 2: Hidden Treasures Edition","United States of America","Official","Active Gaming Media","NIGORO","Action, Puzzle, Platformer","4 may 2026","New","?","35,89","46,39","46,39","-1.0",?,?,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Little Nightmares [Complete Edition]","United States of America","Official","Bandai Namco Entertainment","Tarsier Studios","Action, Adventure","14 abr 2021","Boxed","27,59","27,6","35,5","27,6","-1.0",1.0,1.0,?,"","","78",
"Sony PlayStation 4","Games","Owned","Little Nightmares [Six Edition]","United States of America","Official","Bandai Namco Games","Tarsier Studios","First-person shooter, Fighting","28 dic 2024","CIB","35,5","65,06","105,5","65,06","-1.0",1.0,1.0,1.0,"","","78",
"Sony PlayStation 4","Games","Owned","LittleBigPlanet 3","United States of America","Official","Sony Computer Entertainment America, Inc.","Sumo Digital Ltd.","Puzzle, Sandbox, Platformer","14 abr 2021","Boxed","12,68","13,13","23,84","13,13","-1.0",1.0,1.0,?,"","","79",
"Sony PlayStation 4","Games","Owned","Los Caballeros Del Zodiaco alma de Soldados","Mexico","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","Fighting","14 abr 2021","Boxed","85,49","108,5","129,82","108,5","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Mafia III","United States of America","Official","2K Games","Hangar 13","Action, Adventure","14 abr 2021","Boxed","7,97","11,49","16,45","11,49","-1.0",1.0,1.0,?,"","","68",
"Sony PlayStation 4","Games","Owned","Marvel Avengers","United States of America","Official","Square Enix","Crystal Dynamics","Action, Adventure","28 oct 2024","CIB+","8","11,99","15,49","11,99","-1.0",1.0,1.0,1.0,"","","67",
"Sony PlayStation 4","Games","Owned","Marvel Avengers Bonus Steelbook","United States of America","Official","Square Enix","Square Enix","Action, Adventure, RPG","28 oct 2024","B","-1.0", "-1.0", "-1.0", "-1.0","-1.0",?,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Mega Man Legacy Collection","United States of America","Official","Capcom","Capcom","Platformer","14 abr 2021","Boxed","18,91","19,32","22,6","19,32","-1.0",1.0,1.0,?,"","","77",
"Sony PlayStation 4","Games","Owned","Middle-earth: Shadow of Mordor - Game of the Year Edition","United States of America","Official","WB Games","Monolith Productions, Inc.","Action, Adventure","14 abr 2021","Boxed","14,05","15,19","34,86","15,19","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Mortal Kombat 11","United States of America","Official","WB Games","NetherRealm Studios","Action, Fighting","14 abr 2021","Boxed","10,5","10,84","15,04","10,84","-1.0",1.0,1.0,?,"","","82",
"Sony PlayStation 4","Games","Owned","Mortal Kombat X","United States of America","Official","WB Games","NetherRealm Studios","Fighting","14 abr 2021","Boxed","8,75","9,52","15,61","9,52","-1.0",1.0,1.0,?,"","","83",
"Sony PlayStation 4","Games","Owned","Naruto Shippuden: Ultimate Ninja Storm Legacy","United States of America","Official","Bandai Namco Entertainment","CyberConnect2","Fighting","21 ago 2025","CIB","52,24","65,19","162,94","65,19","-1.0",1.0,1.0,1.0,"","","70",
"Sony PlayStation 4","Games","Owned","NBA 2K15","United States of America","Official","Visual Concepts","2K Games","Sports","14 abr 2021","Boxed","8,45","8,66","20,63","8,66","-1.0",1.0,1.0,?,"","","83",
"Sony PlayStation 4","Games","Owned","Need for Speed: Rivals","United States of America","Official","Electronic Arts","Ghost Games","Racing","14 abr 2021","Boxed","7,11","9,36","19,5","9,36","-1.0",1.0,1.0,?,"","","80",
"Sony PlayStation 4","Systems","Owned","PlayStation 4 Console 500GB","United States of America","Official","Sony","Missing Field","Missing Field","1 jul 2025","CIB","102,08","119,8","170,5","119,8","-1.0",0.5,0.5,0.5,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Playstation VR Demo Disc","United States of America","Demo","Sony Interactive Entertainment","Sony Interactive Entertainment","Adventure","14 abr 2021","Boxed","7,66","17,6","22,5","14,5","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","PlayStation VR WORLDS","United States of America","Official","SIEA","Sony London Studio","Party","14 abr 2021","Boxed","7,07","9,5","9,69","9,5","-1.0",1.0,1.0,?,"","","59",
"Sony PlayStation 4","Games","Owned","Pro Evolution Soccer 2016","United States of America","Official","Konami","PES Productions","Sports","19 abr 2021","Boxed","10,78","14,49","17,43","14,49","-1.0",?,?,?,"","","87",
"Sony PlayStation 4","Games","Owned","Pro Evolution Soccer 2017","United States of America","Official","Konami Digital Entertainment, Inc.","Konami Digital Entertainment","Sports","14 abr 2021","Boxed","19,23","19,38","37,61","19,38","-1.0",1.0,1.0,?,"","","85",
"Sony PlayStation 4","Games","Owned","Pro Evolution Soccer 2018","United States of America","Official","Konami","Konami","Sports","14 abr 2021","Boxed","16,32","18,77","30,42","18,77","-1.0",1.0,1.0,?,"","","83",
"Sony PlayStation 4","Games","Owned","Rayman Legends","United States of America","Official","Ubisoft Entertainment","Ubisoft Montpellier","Platformer","14 abr 2021","Boxed","10,18","10,5","20,27","10,5","-1.0",1.0,1.0,?,"","","90",
"Sony PlayStation 4","Games","Owned","Red Dead Redemption II [Steelbook Edition]","United States of America","Official","Rockstar Games","Rockstar Games","Action, Adventure","9 oct 2024","CIB+","35,75","37,97","51,42","37,97","-1.0",1.0,1.0,1.0,"","","97",
"Sony PlayStation 4","Games","Owned","Rick and Morty: Virtual Rick-ality","United States of America","Official","Adult Swim Games","Nighthawk Interactive, Owlchemy Labs","Action","14 abr 2021","Boxed","11,41","14,22","17,57","14,22","-1.0",1.0,1.0,?,"","","70",
"Sony PlayStation 4","Games","Owned","Rocksmith 2014 Edition: Remastered","United States of America","Official","Ubisoft","Ubisoft","Action, Music","14 abr 2021","Boxed","26,29","28,95","100,49","28,95","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Secret of Mana","United States of America","Official","Square Enix","Square Enix","RPG","14 abr 2021","Boxed","13,99","19,8","24,06","19,8","-1.0",1.0,1.0,?,"","","63",
"Sony PlayStation 4","Games","Owned","Sherlock Holmes: Crimes & Punishments","United States of America","Official","Focus Home Interactive","Frogwares Games Development Studio","Adventure","14 abr 2021","Boxed","10,49","14,5","32,3","14,5","-1.0",1.0,1.0,?,"","","73",
"Sony PlayStation 4","Games","Owned","Shovel Knight","United States of America","Official","Yacht Club Games","Yacht Club Games","Action, Platformer","14 abr 2021","Boxed","22,29","22,34","38,86","22,34","-1.0",1.0,1.0,?,"","","90",
"Sony PlayStation 4","Games","Owned","Sine Mora EX","United States of America","Official","Nordic Games GmbH","Digital Reality","Action, Shoot 'em up","14 abr 2021","Boxed","12,07","15,46","25,49","15,46","-1.0",1.0,1.0,?,"","","81",
"Sony PlayStation 4","Games","Owned","Sniper Elite III [Ultimate Edition]","United States of America","Official","505 Games","Rebellion","Stealth, Third-person shooter","14 abr 2021","CIB+","16,82","17,88","35,46","17,88","-1.0",1.0,1.0,1.0,"","","74",
"Sony PlayStation 4","Games","Owned","Star Wars: Battlefront","United States of America","Official","EA Games","DiCE","Action, First-person shooter","14 abr 2021","Boxed","5,45","7,05","13,63","7,05","-1.0",1.0,1.0,?,"","","73",
"Sony PlayStation 4","Games","Owned","Star Wars: Battlefront II","United States of America","Official","EA Games","EA Dice","Action, First-person shooter","14 abr 2021","Boxed","7,6","11,32","15,55","11,32","-1.0",1.0,1.0,?,"","","68",
"Sony PlayStation 4","Games","Owned","Street Fighter V","United States of America","Official","Capcom","Capcom","Fighting","14 abr 2021","Boxed","11,87","13,65","23,88","13,65","-1.0",1.0,1.0,?,"","","77",
"Sony PlayStation 4","Games","Owned","Street Fighter: 30th Anniversary Collection","United States of America","Official","Capcom","Digital Eclipse","Action, Fighting","14 abr 2021","Boxed","15,49","17,34","26,05","17,34","-1.0",1.0,1.0,?,"","","83",
"Sony PlayStation 4","Games","Owned","Crew","United Kingdom","Official","Ubisoft Entertainment","Ivory Tower","Racing","14 abr 2021","Boxed","3,56","5,41","20,69","5,41","-1.0",1.0,1.0,?,"","","61",
"Sony PlayStation 4","Games","Owned","Last of Us Remastered","United States of America","Official","Sony Computer Entertainment, Sony Computer Entertainment America","Naughty Dog Software","Action, Adventure","14 abr 2021","Boxed","10,47","10,69","14,69","10,69","-1.0",1.0,0.9,?,"","","95",
"Sony PlayStation 4","Games","Owned","Witcher III: Wild Hunt","United Kingdom","Official","Bandai Namco Entertainment","CD Projekt RED Sp. z o.o.","Action, Adventure, RPG","14 abr 2021","CIB","9,89","12,14","22,45","12,14","-1.0",1.0,1.0,1.0,"","","92",
"Sony PlayStation 4","Games","Owned","Trials Fusion","United States of America","Official","Ubisoft Entertainment","Redlynx Ltd, Ubisoft Shanghai","Racing, Platformer","14 abr 2021","Boxed","7,86","9,6","10,5","9,6","-1.0",1.0,1.0,?,"","","79",
"Sony PlayStation 4","Games","Owned","Trials Rising [Gold Edition]","United States of America","Official","Ubisoft","Ubisoft","Racing, Platformer","14 abr 2021","Boxed","10,49","11,53","16,08","11,53","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PlayStation 4","Games","Owned","Uncharted 4: A Thief's End","United States of America","Official","Sony Computer Entertainment America, Inc.","Naughty Dog Software","Action, Adventure","14 abr 2021","Boxed","8,46","8,47","17,25","8,47","-1.0",1.0,1.0,?,"","","93",
"Sony PlayStation 4","Games","Owned","Uncharted: The Lost Legacy","United States of America","Official","Sony Computer Entertainment America, Inc.","Naughty Dog Software","Action, Adventure","14 abr 2021","Boxed","11,5","11,64","17,48","11,64","-1.0",1.0,1.0,?,"","","84",
"Sony PlayStation 4","Games","Owned","Uncharted: The Nathan Drake Collection","United States of America","Official","Sony Computer Entertainment America, Inc.","Bluepoint Games, Naughty Dog Software","Action, Adventure, First-person shooter","14 abr 2021","Boxed","12,17","12,5","16,49","12,5","-1.0",1.0,1.0,?,"","","86",
"Sony PlayStation 4","Games","Owned","Watch Dogs","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Action, Adventure, Sandbox","14 abr 2021","Boxed","8,09","8,09","17,94","8,09","-1.0",1.0,1.0,?,"","","80",
"Sony PlayStation 4","Games","Owned","Yooka-Laylee","United States of America","Official","Team17 Software Limited","Playtonic Games","Platformer","14 abr 2021","Boxed","10,42","12,27","23,54","12,27","-1.0",1.0,1.0,?,"","","68",
"Nintendo DS","Games","Owned","Call of Duty: Black Ops","United States of America","Official","Activision","n-Space, Inc","Action, First-person shooter","14 abr 2021","CIB","12,19","15,93","40,49","15,93","-1.0",1.0,1.0,1.0,"","","74",
"Nintendo DS","Games","Owned","Call of Duty: Modern Warfare - Mobilized","United States of America","Official","Activision","n-Space, Inc","Action, First-person shooter","14 abr 2021","CIB","9,76","12","36,49","12","-1.0",1.0,1.0,1.0,"","","73",
"Nintendo DS","Games","Owned","Cars","United Kingdom","Official","THQ","Helixe","Racing","14 abr 2021","CIB","5,74","5,81","10,5","5,81","-1.0",1.0,1.0,1.0,"","","54",
"Nintendo DS","Games","Owned","Cars 2","United States of America","Official","Disney Interactive","Firebrand Games","Racing","27 mar 2025","Boxed","7,36","7,98","16,98","7,36","-1.0",1.0,1.0,?,"","","58",
"Nintendo DS","Games","Owned","Kirby: Squeak Squad","United States of America","Official","Nintendo","HAL Laboratory","Action, Adventure, Platformer","14 abr 2021","CIB","27,03","45,5","270,5","45,5","-1.0",0.9,0.3,1.0,"","","71",
"Nintendo DS","Games","Owned","Mario Party DS","United States of America","Official","Nintendo","Hudson Entertainment, Inc.","Adventure, Puzzle, Strategy","14 abr 2021","CIB","14,04","17,98","45,94","17,98","-1.0",1.0,1.0,1.0,"","","72",
"Nintendo DS","Games","Owned","MySims Kingdom","United States of America","Official","Electronic Arts","EA Redwood Shores","Life Sim","14 abr 2021","CIB","10,09","12,5","18,75","12,5","-1.0",1.0,1.0,1.0,"","","58",
"Nintendo DS","Games","Owned","Need for Speed Underground 2","United States of America","Official","Electronic Arts","EA Canada","Racing","18 jun 2025","CIB","18,67","20,11","35,49","20,11","-1.0",1.0,1.0,1.0,"","","65",
"Nintendo DS","Games","Owned","New Super Mario Bros.","United States of America","Official","Nintendo of America, Inc.","Nintendo EAD","Platformer","14 abr 2021","CIB","18,19","24,13","51,35","24,13","-1.0",1.0,1.0,1.0,"","","89",
"Nintendo DS","Systems","Owned","Nintendo DSi [Red]","United States of America","Official","Nintendo","Missing Field","Missing Field","1 oct 2025","CIB+","65,5","115,49","420,5","115,49","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo DS","Games","Owned","Pokémon White Version 2","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","21 nov 2024","CIB","143,05","197,98","300,49","197,98","-1.0",1.0,1.0,1.0,"","","80",
"Nintendo DS","Games","Owned","Pro Evolution Soccer 2008","United States of America","Official","Konami","Konami","Sports","14 abr 2021","CIB","9,98","10,96","17,76","10,96","-1.0",1.0,1.0,1.0,"","","58",
"Nintendo DS","Games","Owned","Legend of Zelda: Phantom Hourglass","United States of America","Official","Nintendo","Nintendo EAD","Action, Adventure, RPG, Puzzle","14 abr 2021","CIB","25,49","39,19","71,55","39,19","-1.0",1.0,1.0,1.0,"","","90",
"Nintendo DS","Games","Owned","Tony Hawk's Proving Ground","United States of America","Official","Activision","Vicarious Visions","Sports","7 sept 2021","CIB","10,94","11,5","22,48","11,5","-1.0",0.6,0.6,0.6,"","","79",
"Nintendo DS","Games","Owned","Turbo: Super Stunt Squad","United States of America","Official","D3 Publisher Inc.","Torus Games","Racing","24 oct 2024","CIB","5,69","7,44","11,33","7,44","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo DS","Games","Owned","Ultimate Mortal Kombat","United States of America","Official","Midway Games","Other Ocean Interactive","Fighting","5 may 2025","CIB","24,49","34,17","50,49","34,17","-1.0",1.0,1.0,1.0,"","","73",
"Nintendo DS","Systems","Owned","White Nintendo DS Lite","United States of America","Official","Missing Field","Nintendo","Missing Field","3 ago 2021","CIB","71,12","100,49","190,5","100,49","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo DS","Games","Owned","Winning Eleven: Pro Evolution Soccer 2007","United States of America","Official","Konami","Konami","Sports","14 abr 2021","CIB","6,5","10,49","19,5","10,49","-1.0",1.0,1.0,1.0,"","","63",
"Nintendo 3DS","Games","Owned","Adventure Time: Explore the Dungeon Because I Don't Know! [Collector Edition]","United States of America","Official","Missing Field","WayForward Technologies","Action, Adventure","13 oct 2024","CIB","45,75","47,99","71,33","47,99","-1.0",1.0,1.0,1.0,"","","33",
"Nintendo 3DS","Games","Owned","Animal Crossing: New Leaf","United States of America","Official","Nintendo","Nintendo EAD","Life Sim","14 abr 2021","CIB","23,13","25,49","35,83","25,49","-1.0",0.9,1.0,1.0,"","","88",
"Nintendo 3DS","Games","Owned","Beyblade: Evolution","United States of America","Official","Rising Star Games","Intergrow","Action, Fighting","27 mar 2025","Boxed","8,5","15,38","65,36","12,45","-1.0",1.0,1.0,?,"","","49",
"Nintendo 3DS","Games","Owned","Bravely Default","United States of America","Official","Square Enix, Nintendo","Silicon Studio","RPG","14 abr 2021","Boxed","19,35","22,49","42,19","19,35","-1.0",1.0,1.0,?,"","","85",
"Nintendo 3DS","Games","Owned","Bust-A-Move Universe","United States of America","Official","Square Enix","Arika Co., Ltd.","Puzzle","14 abr 2021","Boxed","10,36","10,48","14,93","10,36","-1.0",1.0,1.0,?,"","","49",
"Nintendo 3DS","Games","Owned","Cars 2","United States of America","Official","Disney Interactive","Firebrand Games","Racing","14 abr 2021","Boxed","7,2","7,96","20,01","7,2","-1.0",1.0,1.0,?,"","","58",
"Nintendo 3DS","Games","Owned","Chibi-Robo! Zip Lash [amiibo Bundle]","United States of America","Official","Nintendo","skip, Ltd.","Platformer","15 sept 2024","New","21,33","25,49","34,49","34,49","-1.0",?,1.0,?,"","","59",
"Nintendo 3DS","Games","Owned","Donkey Kong Country Returns 3D","United States of America","Official","Nintendo","Monster Games, Inc.","Platformer","27 jul 2025","CIB","11,75","12,04","24,13","12,04","-1.0",1.0,1.0,1.0,"","","83",
