Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,Genre,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags,metacritic
"Nintendo 3DS","Systems","Owned","New Nintendo 3DS XL [SNES Edition]","United States of America","Official","Nintendo","Nintendo","Missing Field","25 jul 2021","CIB+","596,54","775,41","1.000,5","775,41","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 3DS","Games","Owned","New Super Mario Bros. 2","United States of America","Official","Nintendo","Nintendo","Action, Platformer","14 abr 2021","Boxed","15,5","19","33,28","16,03","-1.0",1.0,1.0,?,"","","78",
"Nintendo 3DS","Systems","Owned","Nintendo 2DS - Mario Kart 7 Edition [Blue/Black]","United States of America","Official","Nintendo","Nintendo","Missing Field","22 may 2025","CIB","110,25","140,44","309,63","140,44","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 3DS","Systems","Owned","Nintendo 3DS [Cosmo Black]","United States of America","Official","Nintendo","Nintendo","Missing Field","3 ago 2021","CIB","150,49","220,5","275,5","220,5","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 3DS","Systems","Owned","Nintendo 3DS XL [Yoshi Special Edition]","United States of America","Official","Nintendo","Nintendo","Missing Field","24 jul 2025","CIB","232,4","347,27","651,77","347,27","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Nintendo 3DS","Games","Owned","Pokémon Alpha Sapphire","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","14 abr 2021","CIB","38,09","42,75","53,71","42,75","-1.0",1.0,1.0,1.0,"","","82",
"Nintendo 3DS","Games","Owned","Pokémon Moon","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","13 oct 2024","CIB","22,75","28,7","36,47","28,7","-1.0",1.0,1.0,1.0,"","","87",
"Nintendo 3DS","Games","Owned","Pokémon Y","United States of America","Official","Nintendo","Game Freak","Adventure, RPG, Strategy","14 abr 2021","CIB","32,5","40,24","54","40,24","-1.0",0.9,1.0,1.0,"","","88",
"Nintendo 3DS","Games","Owned","Pro Evolution Soccer 2012 3D","United States of America","Official","Konami","Konami","Sports","11 nov 2024","CIB","6,49","7,93","15,54","7,93","-1.0",1.0,1.0,1.0,"","","73",
"Nintendo 3DS","Games","Owned","Resident Evil: Revelations","United States of America","Official","Capcom","Capcom","Action, Horror","27 jul 2025","CIB","23,45","29,5","39,75","29,5","-1.0",1.0,1.0,1.0,"","","82",
"Nintendo 3DS","Games","Owned","Resident Evil: The Mercenaries 3D","United States of America","Official","Capcom","Capcom","Action, Third-person shooter","14 abr 2021","CIB","26,08","34,42","43,95","34,42","-1.0",1.0,1.0,1.0,"","","65",
"Nintendo 3DS","Games","Owned","Sonic Generations","United States of America","Official","Sega","Sonic Team","Missing Field","14 abr 2021","CIB","15,45","16,49","30,77","16,49","-1.0",0.9,1.0,1.0,"","","66",
"Nintendo 3DS","Games","Owned","Super Mario 3D Land","United States of America","Official","Nintendo","Nintendo","Action, Adventure, Platformer","14 abr 2021","Boxed","13,52","17,55","29,98","13,52","-1.0",1.0,1.0,?,"","","90",
"Nintendo 3DS","Games","Owned","Super Mario Maker for Nintendo 3DS","United States of America","Official","Nintendo","Nintendo","Action, Platformer","14 abr 2021","CIB","10,61","11,71","20,48","11,71","-1.0",1.0,0.9,1.0,"","","73",
"Nintendo 3DS","Games","Owned","Super Smash Bros. for Nintendo 3DS","United States of America","Official","Nintendo","Bandai Namco Entertainment","Fighting, Party","14 abr 2021","Boxed","12,14","14,4","27,6","12,14","-1.0",1.0,1.0,?,"","","85",
"Nintendo 3DS","Games","Owned","Super Street Fighter IV: 3D Edition","United States of America","Official","Capcom","Capcom","Fighting","14 abr 2021","CIB","12,49","14,57","32","14,57","-1.0",1.0,1.0,1.0,"","","85",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Majora's Mask 3D","United States of America","Official","Nintendo","Grezzo","Action, Adventure, RPG","14 abr 2021","CIB","24,47","28,21","35,5","28,21","-1.0",1.0,1.0,1.0,"","","89",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Majora's Mask 3D [Limited Edition Skull Kid]","United States of America","Official","Nintendo","Grezzo","Action, Adventure","14 ene 2026","CIB","112,09","160,5","175,49","160,5","-1.0",1.0,1.0,1.0,"","","89",
"Nintendo 3DS","Games","Owned","Legend of Zelda: Ocarina of Time 3D","United States of America","Official","Nintendo","Grezzo","Action, Adventure, RPG, Platformer","14 abr 2021","Boxed","20,48","28,25","35,45","20,48","-1.0",1.0,1.0,1.0,"","","94",
"Nintendo 3DS","Games","Owned","Theatrhythm Final Fantasy","United States of America","Official","Square Enix","Indies Zero","Action, Music","14 abr 2021","CIB","9,75","11,36","20,39","11,36","-1.0",1.0,0.9,1.0,"","","78",
"Nintendo 3DS","Games","Owned","Transformers: Dark of the Moon [Stealth Force Edition]","United States of America","Official","Activision","Behaviour Interactive","Action, Adventure","27 mar 2025","Boxed","7,75","10,72","23,06","8,16","-1.0",1.0,1.0,?,"","","30",
"Nintendo 3DS","Games","Owned","Xenoblade Chronicles 3D","United States of America","Official","Nintendo","Monolith Software, Inc.","Action, RPG","14 abr 2021","CIB","20,38","20,88","40,49","20,88","-1.0",1.0,1.0,1.0,"","","86",
"Nintendo 3DS","Games","Owned","Yoshi's New Island","United States of America","Official","Nintendo","Arzest","Platformer","14 abr 2021","Boxed","14,32","17,5","28,44","14,32","-1.0",1.0,1.0,?,"","","64",
"Sony PSP","Games","Owned","After Burner: Black Falcon","United States of America","Official","Sega","Planet Moon Studios","Flight Sim, Shoot 'em up","14 abr 2021","CIB","14,65","18,48","75,5","18,48","-1.0",1.0,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","Ape Escape: On the Loose","United States of America","Official","SCEA","SIMS Co., Ltd.","Action, Platformer","14 abr 2021","CIB","9,86","13,53","20,48","13,53","-1.0",1.0,1.0,1.0,"","","66",
"Sony PSP","Games","Owned","ATV Offroad Fury: Blazin' Trails","United States of America","Official","Sony","Climax Studios","Racing","14 abr 2021","CIB","7,96","8,99","11,63","8,99","-1.0",1.0,1.0,1.0,"","","63",
"Sony PSP","Games","Owned","BlazBlue: Calamity Trigger Portable","United States of America","Official","Aksys Games","Arc System Works Co., Ltd.","Fighting","14 abr 2021","CIB","17,07","22,62","30,5","22,62","-1.0",1.0,1.0,1.0,"","","82",
"Sony PSP","Games","Owned","Crush","United States of America","Official","Sega","Zoe Mode","Puzzle","14 abr 2021","CIB","15,49","18,69","28,78","18,69","-1.0",1.0,1.0,1.0,"","","83",
"Sony PSP","Games","Owned","Daxter","United States of America","Official","Sony Computer Entertainment America, Inc.","Ready at Dawn","Action, Adventure, Platformer","14 abr 2021","CIB","10,5","17,45","30,5","17,45","-1.0",1.0,1.0,1.0,"","","85",
"Sony PSP","Games","Owned","Final Fantasy Tactics: The War of the Lions","United States of America","Official","Square Enix","Square Enix","RPG, Strategy","14 abr 2021","CIB","14,75","23,6","44,22","23,6","-1.0",1.0,1.0,1.0,"","","88",
"Sony PSP","Games","Owned","God of War: Ghost of Sparta","United States of America","Official","Sony Computer Entertainment America, Inc.","Ready at Dawn","Action, Adventure","19 sept 2024","CIB","44,35","55,54","90,5","55,54","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","God of War: Ghost of Sparta [PSP Essentials]","United Kingdom","Official","Sony","Ready at Dawn","Action, Adventure","19 sept 2024","CIB","24,1","32,28","47,19","32,28","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","Gran Turismo","United States of America","Official","Sony","Polyphony Digital Inc.","Racing","14 abr 2021","CIB","19,02","25,98","57,5","25,98","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","Grand Theft Auto: Liberty City Stories","United States of America","Official","Rockstar Games","Rockstar Leeds, Rockstar North","Action, Sandbox","14 abr 2021","CIB","18,77","26,2","57,17","26,2","-1.0",1.0,1.0,1.0,"","","88",
"Sony PSP","Games","Owned","Grand Theft Auto: Vice City Stories","United States of America","Official","Rockstar Games","Rockstar Leeds, Rockstar North","Action, Sandbox","14 abr 2021","CIB","26,38","34","100,5","34","-1.0",1.0,1.0,1.0,"","","86",
"Sony PSP","Games","Owned","Hot Shots Golf: Open Tee","United States of America","Official","Sony Computer Entertainment America, Inc.","Clap Hanz Ltd.","Sports","14 abr 2021","CIB","4,42","5,49","9,88","5,49","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Jak and Daxter: The Lost Frontier","United States of America","Official","Sony Computer Entertainment America, Inc.","High Impact Games","Action, Adventure, Platformer","14 abr 2021","CIB","17,88","21,96","35,72","21,96","-1.0",1.0,0.9,1.0,"","","71",
"Sony PSP","Games","Owned","Killzone: Liberation","United States of America","Official","Sony Computer Entertainment America, Inc.","Guerrilla Games","Action, Third-person shooter","14 abr 2021","CIB","8,99","10,15","14,18","10,15","-1.0",1.0,1.0,1.0,"","","77",
"Sony PSP","Games","Owned","Lego Harry Potter: Years 1–4","United States of America","Official","WB Games","TT Games","Action, Adventure","14 abr 2021","Boxed","11,93","12,5","32,61","11,93","-1.0",0.9,1.0,?,"","","Missing Field",
"Sony PSP","Games","Owned","LittleBigPlanet","United States of America","Official","Sony Computer Entertainment America, Inc.","Media Molecule, Sony Cambridge Studio","Puzzle, Sandbox, Platformer","14 abr 2021","CIB","13,55","19,59","29,1","19,59","-1.0",0.9,1.0,1.0,"","","87",
"Sony PSP","Games","Owned","Medal of Honor: Heroes","United States of America","Official","Electronic Arts","Team Fusion","Action, Strategy, First-person shooter","14 abr 2021","CIB","9,19","10,5","19,64","10,5","-1.0",1.0,1.0,0.9,"","","71",
"Sony PSP","Games","Owned","Metal Gear Ac!d","United States of America","Official","Konami","Konami Computer Entertainment Japan","Strategy, Stealth","14 abr 2021","CIB","18,57","29,56","113,67","29,56","-1.0",1.0,1.0,1.0,"","","75",
"Sony PSP","Games","Owned","Mortal Kombat: Unchained","United States of America","Official","Midway Games","JGI Entertainment","Fighting","14 abr 2021","CIB","27,39","33,43","66","33,43","-1.0",1.0,1.0,1.0,"","","70",
"Sony PSP","Games","Owned","MotorStorm: Arctic Edge","United States of America","Official","Sony","BigBig Studios","Racing","14 abr 2021","CIB","11,39","14,58","15,1","14,58","-1.0",1.0,1.0,1.0,"","","79",
"Sony PSP","Games","Owned","Need for Speed: Most Wanted 5-1-0","United States of America","Official","Electronic Arts","EA Canada","Racing, Vehicle Sim","14 abr 2021","CIB","12,76","15,45","39,72","15,45","-1.0",1.0,0.9,1.0,"","","72",
"Sony PSP","Games","Owned","Need for Speed: Undercover","United States of America","Official","Electronic Arts","Piranha Games","Racing, Vehicle Sim","14 abr 2021","CIB","13,1","14,69","25,98","14,69","-1.0",0.9,1.0,1.0,"","","52",
"Sony PSP","Games","Owned","Pro Evolution Soccer 2010","United States of America","Official","Konami","Konami","Sports","14 abr 2021","CIB","6,89","9,26","10,49","9,26","-1.0",1.0,1.0,1.0,"","","72",
"Sony PSP","Games","Owned","Pro Evolution Soccer 2012","United States of America","Official","Konami","Konami","Missing Field","14 abr 2021","CIB","10,61","12,38","15,96","12,38","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","Ratchet & Clank: Size Matters","United States of America","Official","Sony Computer Entertainment America, Inc.","High Impact Games","Action, Adventure, Platformer","14 abr 2021","CIB","9,68","16,14","30,5","16,14","-1.0",1.0,1.0,1.0,"","","85",
"Sony PSP","Games","Owned","Resistance: Retribution","United States of America","Official","Sony Computer Entertainment America, Inc.","Bend Studio","Action, Third-person shooter","19 sept 2024","CIB","10,86","16,36","27,17","16,36","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Resistance: Retribution [Greatest Hits]","United States of America","Official","SCEA","Sony Bend","Action, Third-person shooter","19 sept 2024","CIB","9,77","14,42","22,51","14,42","-1.0",1.0,1.0,1.0,"","","81",
"Sony PSP","Games","Owned","Secret Agent Clank","United States of America","Official","SCEA","High Impact Games","Action, Platformer","14 abr 2021","Boxed","7,77","11,98","16,31","8,35","-1.0",1.0,0.9,?,"","","72",
"Sony PSP","Games","Owned","Silent Hill: Shattered Memories","United States of America","Official","Konami","The Climax Group","Adventure, Horror","14 abr 2021","CIB","99,25","200,49","284,41","200,49","-1.0",1.0,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","SOCOM: U.S. Navy SEALs Fireteam Bravo 3","United States of America","Official","Sony Computer Entertainment America","Slant Six Games","Strategy, Stealth, Third-person shooter","14 abr 2021","CIB","10,01","15,49","18,59","15,49","-1.0",1.0,1.0,1.0,"","","74",
"Sony PSP","Games","Owned","SOCOM: U.S. Navy SEALs Tactical Strike","United States of America","Official","Sony Computer Entertainment","Slant Six Games","Action, Third-person shooter","14 abr 2021","CIB","7,49","8,28","14,36","8,28","-1.0",1.0,1.0,1.0,"","","72",
"Sony PSP","Games","Owned","Sonic Rivals 2","United States of America","Official","Sega","Backbone Vancouver","Racing","14 abr 2021","CIB","20,48","24,51","75,5","24,51","-1.0",1.0,1.0,1.0,"","","60",
"Sony PSP","Games","Owned","Star Wars: Battlefront II","United States of America","Official","LucasArts Entertainment Company LLC","Pandemic Studios","Action, Adventure, Fighting","14 abr 2021","CIB","11,22","14,52","20,5","14,52","-1.0",1.0,1.0,1.0,"","","69",
"Sony PSP","Games","Owned","Star Wars: Battlefront Renegade Squadron","United States of America","Official","LucasArts Entertainment Company LLC","Rebellion","First-person shooter","14 abr 2021","CIB","11,15","12,02","30,5","12,02","-1.0",0.9,1.0,1.0,"","","73",
"Sony PSP","Games","Owned","Transformers: Revenge of the Fallen","United States of America","Official","Activision","Savage Entertainment","Action","14 abr 2021","CIB","9","11,37","21,61","11,37","-1.0",1.0,1.0,1.0,"","","37",
"Sony PSP","Games","Owned","Twisted Metal: Head-On","United States of America","Official","Sony Computer Entertainment","Incognito Entertainment","Action, First-person shooter, Fighting","14 abr 2021","CIB","11,17","13,65","28,58","13,65","-1.0",0.9,0.9,1.0,"","","79",
"Sony PSP","Games","Owned","Warhammer 40,000: Squad Command","United States of America","Official","THQ","Redlynx Ltd","Strategy","14 abr 2021","CIB","10,09","12,67","28,2","12,67","-1.0",1.0,1.0,1.0,"","","67",
"Sony PS Vita","Games","Owned","Angry Birds Star Wars","United States of America","Official","Activision","Exient Entertainment","Puzzle","14 abr 2021","Boxed","17","18,1","23,74","18,1","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Arcana Heart 3: LOVE MAX!!!!!","United States of America","Official","Arc System Works Co., Ltd.","Examu Inc.","Fighting","14 abr 2021","Boxed","21,47","25,49","30,54","25,49","-1.0",0.9,0.9,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Assassin's Creed Chronicles","United States of America","Official","Ubisoft Entertainment","Climax Studios","Action","23 sept 2024","CIB","34,51","35,29","40,72","35,29","-1.0",1.0,1.0,1.0,"","","70",
"Sony PS Vita","Games","Owned","Assassin's Creed III: Liberation","United States of America","Official","Ubisoft Entertainment","Ubisoft Sofia","Action, Adventure, Stealth","14 abr 2021","Boxed","13,94","16,69","28,1","16,69","-1.0",1.0,1.0,?,"","","70",
"Sony PS Vita","Games","Owned","Batman: Arkham Origins Blackgate","United States of America","Official","Warner Bros. Interactive Entertainment","Armature Studio","Action, Platformer","14 abr 2021","Boxed","19,7","23,95","33,36","23,95","-1.0",1.0,1.0,?,"","","61",
"Sony PS Vita","Games","Owned","BlazBlue: Chrono Phantasma","United States of America","Official","Aksys Games","Arc System Works Co., Ltd.","Fighting","14 abr 2021","Boxed","19,98","23,36","30,49","23,36","-1.0",1.0,0.9,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","BlazBlue: Continuum Shift Extend","United States of America","Official","Aksys Games","Aksys Games","Fighting","14 abr 2021","Boxed","16","20,3","26,9","20,3","-1.0",0.9,0.9,?,"","","83",
"Sony PS Vita","Games","Owned","Borderlands 2","United States of America","Official","2K","Gearbox Software, Iron Galaxy Studios","RPG, First-person shooter, Sandbox","14 abr 2021","Boxed","20,17","25,49","37,25","25,49","-1.0",1.0,1.0,?,"","","64",
"Sony PS Vita","Games","Owned","Call of Duty: Black Ops Declassified","United States of America","Official","Activision","Nihilistic Software","First-person shooter","14 abr 2021","Boxed","17,48","21,25","71,88","21,25","-1.0",1.0,1.0,?,"","","33",
"Sony PS Vita","Games","Owned","Child of Light","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Adventure, RPG","14 abr 2021","Boxed","20,48","21,5","35,49","21,5","-1.0",1.0,1.0,?,"","","83",
"Sony PS Vita","Games","Owned","Corpse Party: Blood Drive [EverAfter Edition]","United States of America","Official","XSEED","5pb","Adventure, First-person shooter","14 abr 2021","CIB","33,39","33,5","56,95","33,5","-1.0",1.0,1.0,1.0,"","","60",
"Sony PS Vita","Games","Owned","Criminal Girls: Invite Only","United States of America","Official","NIS America, Inc.","Nippon Ichi Software Inc.","RPG","14 abr 2021","New","39,35","40,21","56,1","56,1","-1.0",?,?,?,"","","55",
"Sony PS Vita","Games","Owned","Danganronpa 2: Goodbye Despair","United States of America","Official","NIS America, Inc.","Spike Chunsoft Co., Ltd.","Action, Adventure, Puzzle, Visual Novel","14 abr 2021","Boxed","22,88","25,49","47,12","25,49","-1.0",1.0,1.0,?,"","","81",
"Sony PS Vita","Games","Owned","Dead or Alive 5 Plus","United States of America","Official","Tecmo","Team Ninja","Fighting","24 oct 2024","Boxed","37,45","42,65","75,45","42,65","-1.0",1.0,1.0,?,"","","80",
"Sony PS Vita","Games","Owned","Dead or Alive Xtreme 3: Venus","Taiwan","Official","Koei Tecmo","Team Ninja","Sports","23 sept 2024","CIB","45,86","100,29","73,55","100,29","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","Dengeki Bunko: Fighting Climax","United States of America","Official","Sega","Sega","Fighting","23 sept 2024","CIB","22,28","26,79","34,5","26,79","-1.0",1.0,1.0,1.0,"","","75",
"Sony PS Vita","Games","Owned","Disney Infinity: Marvel Super Heroes (2.0 Edition)","United States of America","Official","Disney Interactive","Avalanche Software LLC","Action, Sandbox","18 ago 2021","New","?","50","105,33","105,33","-1.0",?,?,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Dragon's Crown","United States of America","Official","Atlus Co., Ltd.","Vanillaware","Action, RPG","14 abr 2021","Boxed","19,26","25,5","45,47","25,5","-1.0",1.0,1.0,?,"","","77",
"Sony PS Vita","Games","Owned","F1 2011","United States of America","Official","Codemasters","Codemasters","Racing","14 abr 2021","Boxed","39,59","40,45","55,81","40,45","-1.0",1.0,1.0,?,"","","66",
"Sony PS Vita","Games","Owned","FIFA 15","United States of America","Official","EA Sports","EA Sports","Sports","14 abr 2021","Boxed","17,73","20,48","26,5","20,48","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","FIFA Soccer","United States of America","Official","Electronic Arts","Electronic Arts","Sports","20 may 2024","Boxed","9,5","12,47","18,57","12,47","-1.0",1.0,1.0,?,"","","79",
"Sony PS Vita","Games","Owned","Final Fantasy X / X-2 HD Remaster","United States of America","Official","Square Enix","Square Enix","RPG","14 abr 2021","Boxed","17,73","23,49","35,5","23,49","-1.0",1.0,1.0,?,"","","86",
"Sony PS Vita","Games","Owned","Freedom Wars","United States of America","Official","SCEI","Sony Japan Studio","Action, RPG","14 abr 2021","Boxed","11,49","11,62","18,35","11,62","-1.0",0.9,1.0,?,"","","73",
"Sony PS Vita","Games","Owned","God Eater 2","Japan","Official","Bandai Namco Entertainment","Shift","Action, RPG","23 ago 2021","CIB","4,73","6,2","15,64","6,2","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","God Eater 2: Rage Burst","United States of America","Official","Bandai Namco Entertainment","Shift","Action, RPG","23 ago 2021","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","God of War Collection","United States of America","Official","Sony","Sony","Action","14 abr 2021","Boxed","43","53,23","89,5","53,23","-1.0",1.0,1.0,?,"","","73",
"Sony PS Vita","Games","Owned","God Wars: Future Past","United States of America","Official","Nippon Ichi Software Inc.","Kadokawa Games","RPG, Strategy","26 sept 2021","New","16,48","16,62","25,5","25,5","-1.0",?,1.0,?,"","","74",
"Sony PS Vita","Games","Owned","Gravity Rush","United States of America","Official","Sony Computer Entertainment America, Inc.","Sony Japan Studio","Action, Adventure","14 abr 2021","Boxed","34,92","43,24","75,47","43,24","-1.0",1.0,1.0,?,"","","83",
"Sony PS Vita","Games","Owned","Hot Shots Golf: World Invitational","United States of America","Official","SCEA","Clap Hanz Ltd.","Sports","14 abr 2021","Boxed","12,96","15,49","23,94","15,49","-1.0",0.9,0.9,?,"","","76",
"Sony PS Vita","Games","Owned","Hyperdimension Neptunia Re;Birth2: Sisters Generation","United States of America","Official","Idea Factory International","Idea Factory","RPG","14 abr 2021","Boxed","34,42","35,44","39,11","35,44","-1.0",0.9,1.0,?,"","","67",
"Sony PS Vita","Games","Owned","Injustice: Gods Among Us - Ultimate Edition","United States of America","Official","WB Games","Armature Studio","Fighting","14 abr 2021","Boxed","16,62","17,73","39,13","17,73","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","Invizimals: The Alliance","United States of America","Official","Sony Computer Entertainment","Novarama","Action","14 abr 2021","Boxed","?","240,49","312,5","96,5","-1.0",1.0,1.0,?,"","","69",
"Sony PS Vita","Games","Owned","J-Stars Victory Vs+","United Kingdom","Official","Bandai Namco Entertainment","Bandai Namco Entertainment","Action, Fighting","14 abr 2021","Boxed","23,7","35,4","62,44","28,06","-1.0",1.0,1.0,?,"","","74",
"Sony PS Vita","Games","Owned","Jak and Daxter Collection","United States of America","Official","Sony Computer Entertainment America, Inc.","Mass Media, Inc.","Action, Adventure, Platformer","14 abr 2021","Boxed","43","43,77","51,17","43,77","-1.0",1.0,1.0,?,"","","67",
"Sony PS Vita","Games","Owned","Killzone: Mercenary","United States of America","Official","Sony Computer Entertainment America, Inc.","Guerrilla Cambridge","Action, First-person shooter","14 abr 2021","Boxed","20,72","29,59","60,92","29,59","-1.0",1.0,1.0,1.0,"","","78",
"Sony PS Vita","Games","Owned","LEGO Batman 2: DC Super Heroes","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","CIB","10,53","11,5","20,48","11,5","-1.0",1.0,1.0,1.0,"","","62",
"Sony PS Vita","Games","Owned","LEGO Batman 3: Beyond Gotham","United States of America","Official","Traveller's Tales Ltd.","WB Games","Action","14 abr 2021","New","11,99","13,49","16,69","16,69","-1.0",?,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Harry Potter: Years 5-7","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","9,4","11,24","14,17","11,24","-1.0",1.0,0.9,?,"","","64",
"Sony PS Vita","Games","Owned","LEGO Jurassic World","United States of America","Official","Warner Bros. Interactive Entertainment","TT Games","Action, Adventure","14 abr 2021","Boxed","11,74","14,75","15,79","14,75","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Marvel Super Heroes: Universe in Peril","United States of America","Official","Warner Bros. Interactive Entertainment","TT Games","Action, Adventure","14 abr 2021","Boxed","8,22","9,52","13,1","9,52","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Marvel's Avengers","United States of America","Official","WB Games","TT Games","Action, Adventure","23 sept 2024","CIB","13,98","15,72","23,9","15,72","-1.0",1.0,1.0,1.0,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO Ninjago Nindroids","United States of America","Official","WB Games","WB Games","Action, Adventure","19 mar 2025","CIB","15,5","17,43","22,5","17,43","-1.0",1.0,1.0,1.0,"","","58",
"Sony PS Vita","Games","Owned","LEGO The Hobbit","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","13,94","16,92","22,27","16,92","-1.0",1.0,1.0,?,"","","Missing Field",
"Sony PS Vita","Games","Owned","LEGO The Lord of the Rings","United States of America","Official","WB Games","Traveller's Tales Ltd.","Action, Adventure","14 abr 2021","Boxed","13,49","14,39","25,46","14,39","-1.0",1.0,1.0,?,"","","54",
"Sony PS Vita","Games","Owned","Little Deviants","United States of America","Official","Sony Computer Entertainment America","BigBig Studios","Party","14 abr 2021","Boxed","9,38","10,09","16,22","10,09","-1.0",1.0,1.0,?,"","","57",
"Sony PS Vita","Games","Owned","LittleBigPlanet PS Vita","United States of America","Official","Sony Computer Entertainment America, Inc.","Tarsier Studios, XDEV, Double Eleven Studios","Puzzle, Sandbox, Platformer","14 abr 2021","Boxed","20,04","20,48","40,5","20,48","-1.0",1.0,1.0,?,"","","88",
"Sony PS Vita","Games","Owned","Lost Dimension","United States of America","Official","Atlus Co., Ltd.","Atlus Co., Ltd.","Action, Adventure","14 abr 2021","Boxed","27,42","40,54","46,87","40,54","-1.0",1.0,1.0,?,"","","72",
"Sony PS Vita","Games","Owned","Metal Gear Solid HD Collection","United States of America","Official","Konami","Kojima Productions (Konami)","Stealth","14 abr 2021","Boxed","32,03","39,5","50,5","39,5","-1.0",1.0,1.0,?,"","","81",
"Sony PS Vita","Games","Owned","Michael Jackson The Experience HD","United States of America","Official","Ubisoft Entertainment","Ubisoft","Puzzle, Music","23 sept 2024","CIB","30,45","37","40,5","37","-1.0",1.0,1.0,1.0,"","","57",
"Sony PS Vita","Games","Owned","Mind Zero","United States of America","Official","Aksys Games","ACQUIRE","Action, Adventure, RPG","14 abr 2021","Boxed","22,8","23,55","35,49","23,55","-1.0",1.0,1.0,?,"","","59",
"Sony PS Vita","Games","Owned","Minecraft: PlayStation Vita Edition","United Kingdom","Official","Mojang AB","4J Studios","Action, Adventure, Management Sim, Sandbox","23 sept 2024","CIB","12,85","13,94","26,28","13,94","-1.0",1.0,1.0,1.0,"","","84",
"Sony PS Vita","Games","Owned","MLB 13: The Show","United States of America","Official","Sony Computer Entertainment","Sony San Diego Studio","Sports","14 abr 2021","Boxed","10,34","10,61","15,5","10,61","-1.0",0.9,1.0,?,"","","75",
"Sony PS Vita","Games","Owned","ModNation Racers: Road Trip","United States of America","Official","SCEA","Sony Computer Entertainment America","Racing","14 abr 2021","Boxed","11,49","12,5","17,48","12,5","-1.0",1.0,1.0,?,"","","62",
"Sony PS Vita","Games","Owned","Mortal Kombat","United States of America","Official","WB Games","NetherRealm Studios","Fighting","14 abr 2021","Boxed","19,98","24,11","57,05","24,11","-1.0",1.0,1.0,?,"","","85",
"Sony PS Vita","Games","Owned","Natural Doctrine","United States of America","Official","NIS America, Inc.","Kadokawa Games","RPG, Strategy","14 abr 2021","Boxed","24,24","36,2","48,5","36,2","-1.0",1.0,1.0,?,"","","60",
"Sony PS Vita","Games","Owned","Need for Speed: Most Wanted","United States of America","Official","EA Games","Criterion Games","Racing","14 abr 2021","Boxed","19,63","22,41","43,24","22,41","-1.0",1.0,1.0,?,"","","79",
"Sony PS Vita","Games","Owned","Ninja Gaiden Sigma Plus","United States of America","Official","Koei Tecmo","Team Ninja","Action, Adventure","14 abr 2021","New","21,49","28,94","57,99","57,99","-1.0",?,1.0,?,"","","72",
"Sony PS Vita","Games","Owned","One Piece: Unlimited World Red","United Kingdom","Official","Bandai Namco Entertainment","Ganbarion","Action, Adventure","14 abr 2021","Boxed","20,27","20,38","33,56","20,27","-1.0",0.9,1.0,?,"","","67",
